MA4 TRAINWISE INTERCHANGE
[  Zone: WR,  DateFrom: 05-06-2025,  DateTo: 05-06-2025,  Gauge: BG,;  TakenOver: 166=177+0;  HandedOver: 160=172+0;  HandedOverCc8Cont: 120;  HandedOverCc6Cont: 10;  TakenOverCc8Cont: 119;  TakenOverCc6Cont: 7 ]
"DATE","ZONE FROM","ZONE TO","IC STTN","TAKEN OVER SR.NO.","TAKEN OVER DRTN","TAKEN OVER STTN FROM","TAKEN OVER DVSN FROM","TAKEN OVER ZONE FROM","TAKEN OVER STTN TO","TAKEN OVER DVSN TO","TAKEN OVER ZONE TO","TAKEN OVER OWNR","TAKEN OVER LOAD NAME","TAKEN OVER L/E","TAKEN OVER CMDT","TAKEN OVER CNSR","TAKEN OVER CNSG","TAKEN OVER TYPE","TAKEN OVER MULTIDSTN DVSN(DSTN)","TAKEN OVER MULTIDSTN UNITS","TAKEN OVER DS","TAKEN OVER 8W(L)","TAKEN OVER 8W(E)","TAKEN OVER 8W(BV)","TAKEN OVER TOTL(8W)","TAKEN OVER OWNG","TAKEN OVER LOCO","TAKEN OVER LOCO TYPE","TAKEN OVER LOCO UNTS","TAKEN OVER LOCO HRP","TAKEN OVER TIME","TAKEN OVER CC+6","TAKEN OVER CC+8","TAKEN OVER RAKEID","TAKEN OVER TWIN PIPE","TAKEN OVER CTGR","TAKEN OVER EXAM TYPE","TAKEN OVER TONNAGE(in Tonnes)","TAKEN OVER LDNG DATE","HANDED  OVER INTERCHANGE POINT STATION","HANDED  OVER INTERCHANGE POINT DIVISION","HANDED  OVER INTERCHANGE POINT ZONE","HANDED OVER SR.NO.","TAKEN OVER INTERCHANGE  POINT STATION","TAKEN OVER INTERCHANGE  POINT DIVISION","TAKEN OVER INTERCHANGE  POINT ZONE","HANDED OVER DRTN","HANDED OVER STTN FROM","HANDED OVER DVSN FROM","HANDED OVER ZONE FROM","HANDED OVER STTN TO","HANDED OVER DVSN TO","HANDED OVER ZONE TO","HANDED OVER OWNR","HANDED OVER LOAD NAME","HANDED OVER L/E","HANDED OVER CMDT","HANDED OVER CNSR","HANDED OVER CNSG","HANDED OVER TYPE","HANDED OVER MULTIDSTN DVSN(DSTN)","HANDED OVER MULTIDSTN UNITS","HANDED OVER DS","HANDED OVER 8W(L)","HANDED OVER 8W(E)","HANDED OVER 8W(BV)","HANDED OVER TOTL(8W)","HANDED OVER OWNG","HANDED OVER LOCO","HANDED OVER LOCO TYPE","HANDED OVER LOCO UNTS","HANDED OVER LOCO HRP","HANDED OVER TIME","HANDED OVER CC+6","HANDED OVER CC+8","HANDED OVER RAKEID","HANDED OVER TWIN PIPE","HANDED OVER CTGR","HANDED OVER EXAM TYPE","HANDED OVER TONNAGE(in Tonnes)","HANDED OVER LDNG DATE",
"05-06-2025","WR","CR","BSR","29","KYN","JSWT","UBL","SW","HTPP","DLI","NR","IR","J/HTPP/21.40","L","IS","MULT","MULT","BOXNHL","","","N","59","0","1","59.0+1.0","ER","38459","WAG9HC","MU","S","23:54","","Y","GIMY221224195536","N","P","Premium Due","3171.06","","SAH","WDFC","DFCR","26","","","","KYN","SANK","JHS","NC","CVD","SA","SR","IR","CVD","L","DOC","MSET","MSET","BCN","","","N","42","0","1","42.0+1.0","NC","27943","WAG7","SU","S","18:40","","Y","MAJN270125012952","N","P","Premium Due","2327.45","",
"05-06-2025","WR","CR","BSR","","","","","SW","","","NR","","","","","","","","","","","","","","","ER","38622","WAG9HC","MU","S","","","","","N","","","","","","","","27","","","","KYN","AFAS","BCT","WR","JNPT","BB","CR","IR","AD---77-","L","CONT","ADIL","ADIL","BLC","","","N","45","0","0","45.0+0.0","WR","41696","WAG9HC","SU","S","19:21","","Y","SMYD080225085309","Y","C","Valid CC","1240.48","",
"05-06-2025","WR","CR","BSR","30","KYN","HQR","SUR","CR","KRCA","BRC","WR","IR","SAYAJI-16","E","HSD, MS","","","BTPN","","","N","0","50","2","50.0+2.0","WR","43603","WAG9HC","SU","S","23:57","","","KRCA191221165714","N","C","CC OverDue","0","","SAH","WDFC","DFCR","28","","","","KYN","CCTA","BRC","WR","JNPT","BB","CR","IR","T-78-H---","L","CONT","CONR","CONR","BLC","","","N","45","0","0","45.0+0.0","NR","12485","WDG4","SU","N","20:47","","Y","CKYR070225154509","Y","C","Valid CC","1498.49","",
"05-06-2025","WR","CR","BSR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WR","","","CR","","","","","","","","","","","","","","","EC","31519","WAG9","SU","S","","","","","Y","","","","",
"05-06-2025","WR","CR","BSR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","","","","KYN","DRD","BCT","WR","SCGP","PUNE","CR","IR","TPDDU1202-","L","CLKR","SREE","SREE","BOXNHL","","","N","58","0","1","58.0+1.0","WR","33378","WAG9HC","SU","S","22:05","Y","","DDU 100525021838","Y","C","Valid CC","3858.12","",
"05-06-2025","WR","CR","BSR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WR","","","CR","","","","","","","","","","","","","","","WR","36164","WDS6","SU","N","","","","","Y","","","","",
"05-06-2025","WR","CR","BSR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","","","","KYN","TICD","DLI","NR","JNPT","BB","CR","CONR","R-133=H-","L","CONT","CONR","CONR","BLC","","","N","13","32","1","45.0+1.0","NR","32432","WAG9HC","SU","D","22:40","","Y","TICD130425220750","Y","C","Valid CC","284.14","17:30 28-05-25",
"05-06-2025","WR","CR","BSR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","","","","KYN","NVS","BCT","WR","GRMT","PUNE","CR","IR","KDLP-GRMT","L","IMFT","CFCL","CFCL","BCN","","","N","21","21","1","42.0+1.0","CR","32296","WAG9HC","SU","N","23:12","","Y","AGS 260425001750","N","P","Valid Premium","1341.4","03:15 31-05-25",
"05-06-2025","WR","CR","BSR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","","","","KYN","BSR","BCT","WR","JNPT","BB","CR","IR","PRIS-17-","L","CONT","PMLP","PMLP","BLC","","","N","45","0","1","45.0+1.0","WR","43453","WAG9HC","SU","S","23:46","","Y","VGLJ120224202917","N","C","Valid CC","1053.64","00:20 31-05-25",
"05-06-2025","WR","CR","BSR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","","","","KYN","BAZ","KOTA","WC","DG","MDU","SR","CONR","DG","L","W","RDGA","RDGA","BCN","","","N","42","0","0","42.0+0.0","NR","33642","WAG9HC","SU","S","23:47","","Y","MLDT111124022408","N","P","Valid Premium","2739","12:00 02-06-25",
"05-06-2025","WR","CR","BSR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","NAD","KOTA","WC","KYN","LPBP","UMB","NR","MBPP","BB","CR","IR","BHARAT-04","E","LPG","","","BTPG","","","N","0","34","1","34.0+1.0","EC","32698","WAG9HC","SU","N","23:58","","","BSL 020421063453","N","C","Valid CC","0","23:40 31-05-25",
"05-06-2025","WR","CR","JL","1","NDB","BGCK","BSP","SEC","TPHS","BCT","WR","IR","N-TPHS","L","PHC","SECL","GSEC","BOXN","","","N","59","0","1","59.0+1.0","SC","31345","WAG9HC","SU","N","04:41","","Y","UDLU010525211116","N","P","Invalid Premium","4090.15","23:55 01-06-25","","","","1","","","","NDB","BRTK","BCT","WR","MLPM","MAS","SR","IR","NMG","L","AUTO","MSIL","MSIL","NMG","","","N","25","1","0","26.0+0.0","WR","41950","WAG9HC","SU","S","00:25","","Y","SSB 120525192117","N","P","Premium Due","115","23:40 31-05-25",
"05-06-2025","WR","CR","JL","2","NDB","BSL","BSL","CR","KRCA","BRC","WR","IR","HAPA-14","E","ATF","","","BTPN","","","N","0","52","1","52.0+1.0","SW","41548","WAG9HC","SU","N","08:53","","","HAPA190125182000","N","C","Valid CC","0","","","","","2","","","","NDB","GIMB","ADI","WR","SNA","BRC","WR","IR","SNAG/SALT","L","SALT","TFL","ITCL","BCN","","","N","25","9","1","34.0+1.0","WC","32705","WAG9H","SU","S","02:45","","Y","POY 051024023700","N","P","Valid Premium","1604.4","16:25 02-06-25",
"05-06-2025","WR","CR","JL","3","NDB","BSL","BSL","CR","BRCY","BRC","WR","IR","ADTP-8579-","E","","","","BOXN","","","N","0","59","1","59.0+1.0","CR","23790","WAG5T","SU","N","09:15","","","ADTP030325120624","Y","C","Valid CC","0","","","","","3","","","","NDB","IFFB","ADI","WR","MTDI","NED","SC","IR","PADMINI3-","L","FERT","IFFC","IFFC","BCNHL","","","N","58","0","1","58.0+1.0","SW","38643","WAG9HC","SU","N","03:16","","Y","SMP 290923065701","Y","C","Valid CC","3140.7","18:45 04-06-25",
"05-06-2025","WR","CR","JL","4","NDB","ICDW","SBC","SW","SCLS","ADI","WR","CONR","JS-1=-SCLS","L","CONT","CONR","CONR","BLC","","","N","45","0","1","45.0+1.0","WC","43886","WAG9HC","SU","S","09:18","","Y","TKD 030325181621","Y","C","Valid CC","238.6","17:30 28-05-25","NOL","WDFC","DFCR","4","","","","NDB","DXG","BCT","WR","BSL","BSL","CR","IVCL","BLUESTARHL-","E","","","","BOXNHL","","","N","0","58","1","58.0+1.0","EC","27212","WAG7","SU","N","04:15","","","GY  300425104421","Y","C","Valid CC","0","",
"05-06-2025","WR","CR","JL","5","NDB","GGPP","SC","SC","SPNG","BCT","WR","IR","ADTP-8535","L","PBC","WCF","MTRA","BOXN","","","N","56","3","1","59.0+1.0","CR","31976","WAG9H","SU","N","10:35","","Y","ADTP200125182341","Y","C","Intensive","3788.18","03:15 31-05-25","","","","5","","","","NDB","TPHS","BCT","WR","BSL","BSL","CR","IR","PM-49938","E","","","","BOXN","","","N","0","59","1","59.0+1.0","CR","21943","WCAM3","MU","N","06:57","","","GY  260125131106","N","P","Invalid Premium","0","23:50 01-06-25",
"05-06-2025","WR","CR","JL","6","NDB","VDP","MDU","SR","DNK","JP","NW","IR","DNK-NMG","L","AUTO","TCOI","TCOI","NMG","","","N","25","1","0","26.0+0.0","NR","33346","WAG9HC","SU","S","11:10","Y","","TNPM261124061620","N","P","Valid Premium","291.2","00:20 31-05-25","NOL","WDFC","DFCR","","","","","","","","WR","","","CR","","","","","","","","","","","","","","","CR","21944","WCAM3","MU","N","","","","","N","","","","",
"05-06-2025","WR","CR","JL","7","NDB","MVAA","SBP","ECO","CCTA","BRC","WR","CONR","R-96H--","L","CONT","CONR","CONR","BLC","","","N","45","0","1","45.0+1.0","WR","43004","WAG9HC","SU","S","11:50","","Y","DER 070525193627","Y","C","Valid CC","270","12:00 02-06-25","","","","6","","","","NDB","TPHS","BCT","WR","BSL","BSL","CR","IR","NKJ-LION-1605","E","","","","BOXNHL","","","N","0","58","1","58.0+1.0","NR","33778","WAG9HC","SU","D","09:10","","","NKJ 030425163443","Y","C","Valid CC","0","19:00 01-06-25",
"05-06-2025","WR","CR","JL","8","NDB","MFSJ","CKP","SE","SPNG","BCT","WR","IR","PRM-5045-SPNG","L","PHC","MCFL","JNDP","BOXN","","","N","58","1","0","59.0+0.0","ECO","32627","WAG9HC","MU","N","13:27","","Y","BNDM091123194821","N","P","Premium Due","4034.66","23:40 31-05-25","","","","7","","","","NDB","SPNG","BCT","WR","BSL","BSL","CR","IR","PRM-5075","E","","","","BOXN","","","N","0","58","2","58.0+2.0","SC","41016","WAG9HC","SU","N","09:15","","","ADTP190524165333","N","","Intensive","0","",
"05-06-2025","WR","CR","JL","","","","","SE","","","WR","","","","","","","","","","","","","","","ECO","32683","WAG9HC","MU","N","","","","","N","","","","","","","","8","","","","NDB","KRCA","BRC","WR","POLG","BSL","CR","IR","SAYAJI-40","L","HSD","IOC","IOC","BTPN","","","N","50","0","2","50.0+2.0","SW","38475","WAG9HC","SU","N","10:57","","Y","KRCA260424103330","N","C","Valid CC","2735.36","12:00 03-06-25",
"05-06-2025","WR","CR","JL","9","NDB","KSCK","DHN","EC","TPHS","BCT","WR","IR","TPDDU1142-","L","PHC","NCL","GSEC","BOXNHL","","","N","58","0","1","58.0+1.0","SEC","65047","EF12K","SU","N","15:54","","Y","DDU 160325231102","Y","C","Valid CC","4062.7","16:25 02-06-25","","","","9","NOL","WDFC","DFCR","NDB","MDCC","ADI","WR","WR","NGP","CR","IR","SATHL-TP-127","L","INPK","CFCL","CFCL","BCNHL","","","N","42","16","1","58.0+1.0","NC","41187","WAG9H","SU","S","14:25","","Y","STA 011124193258","Y","C","Valid CC","2961","",
"05-06-2025","WR","CR","JL","10","NDB","BPCP","BSL","CR","MIHK","BRC","WR","IR","TAPTI-77","L","MIXD","BPC","BPC","BTPN","","","N","48","2","1","50.0+1.0","WR","41888","WAG9HC","SU","S","16:51","","Y","BSL 101124010725","Y","C","Valid CC","2439.73","18:45 04-06-25","","","","10","NOL","WDFC","DFCR","NDB","FN","DLI","NR","DBU","SBC","SW","CONR","IVCLL-06-","L","AUTO","IVCL","IVCL","ACT1","","","N","33","0","1","33.0+1.0","NR","60002","WAG12B","SU","D","16:25","Y","","SMYD220125180724","Y","C","Valid CC","132","20:00 02-06-25",
"05-06-2025","WR","CR","JL","11","NDB","NDV","SBC","SW","MSIB","ADI","WR","IVCL","IVCLLTP-04","E","","","","BCACBM","","","N","0","27","1","27.0+1.0","SR","43267","WAG9HC","SU","N","19:33","","","SMYD180524200431","Y","C","Valid CC","0","","","","","11","","","","NDB","CHLK","BCT","WR","EOLD","NGP","CR","JKTI","SAYAJI-36","L","MIXD","NERL","NERL","BTPN","","","N","50","0","2","50.0+2.0","NC","32452","WAG9H","SU","S","17:30","","Y","KRCA200125142626","N","C","Valid CC","2600.66","",
"05-06-2025","WR","CR","JL","12","NDB","GPCK","BSP","SEC","TPHS","BCT","WR","IR","DELTA3143-TPHS","L","PHC","ACB","GSEC","BOXN","","","N","59","0","1","59.0+1.0","WC","32169","WAG9H","SU","S","20:58","","Y","UDLU220225123633","Y","C","Valid CC","4051.67","23:50 01-06-25","","","","12","","","","NDB","DDE","BCT","WR","JL","BSL","CR","JMBX","JL+DDE","L","INPK","KRIB","KRIB","BCN","","","N","21","21","1","42.0+1.0","NC","32258","WAG9H","SU","S","17:53","","Y","BZA 150125145046","Y","P","Premium Due","1376.6","22:00 03-06-25",
"05-06-2025","WR","CR","JL","13","NDB","PHEC","BSP","SEC","TPHS","BCT","WR","IR","PRGTITP379/TPHS","L","PHC","RCBP","GSEC","BOXNHL","","","N","59","0","1","59.0+1.0","WR","43454","WAG9HC","SU","S","21:37","","Y","BLEY160525114008","Y","C","Valid CC","3951.39","18:10 02-06-25","","","","13","","","","NDB","MVI","RJT","WR","ASGN","KUR","ECO","ADIL","KRIL-43-","L","CONT","DPWR","DPWR","BLC","","","N","45","0","1","45.0+1.0","NR","60236","WAG12B","SU","D","19:47","","Y","CEBD230824125636","Y","C","Valid CC","3200.9","07:30 04-06-25",
"05-06-2025","WR","CR","JL","14","NDB","PGCG","BSP","SEC","TPHS","BCT","WR","IR","BADRADRI=26-TPHS","L","PHC","ACB","GSEC","BOXNHL","","","N","58","0","1","58.0+1.0","NF","38425","WAG9HC","SU","N","23:50","","Y","RDM 010525010347","Y","C","Valid CC","4013.33","19:00 01-06-25","","","","14","","","","NDB","TKHE","BCT","WR","DDU","DDU","EC","IR","AECS/BOX","E","","","","BOXNHL","","","N","0","58","1","58.0+1.0","ECO","42429","WAG9HC","SU","S","20:00","","","PTRU251224050003","N","P","Invalid Premium","0","",
"05-06-2025","WR","CR","JL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","","","","NDB","VYA","BCT","WR","BAU","BSL","CR","GRFL","GSFS/BAU","L","FERT","GSFC","GSFC","BCN","","","N","21","21","1","42.0+1.0","SE","33971","WAG9HC","SU","N","21:19","","Y","JRNA090125001420","N","P","Valid Premium","1321.75","11:00 04-06-25",
"05-06-2025","WR","CR","JL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","","","","NDB","DWD","BCT","WR","BSL","BSL","CR","KRIL","ADTP-8579","E","","","","BOXN","","","N","0","59","1","59.0+1.0","SC","41016","WAG9HC","SU","N","22:31","","","ADTP030325120624","Y","C","Valid CC","0","09:00 03-06-25",
"05-06-2025","WR","CR","JL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","","","","NDB","BAWD","BCT","WR","VDI","HYB","SC","GATE","PRGTITP158","L","CHES","SRCZ","TGVS","BOXNHL","","","N","57","0","0","57.0+0.0","SE","32567","WAG9HC","MU","N","23:15","Y","","BLEY030125192040","N","C","Valid CC","3780","02:00 03-06-25",
"05-06-2025","WR","CR","JL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WR","","","SC","","","","","","","","","","","","","","","SE","33067","WAG9HC","MU","N","","","","","N","","","","",
"05-06-2025","WR","CR","JL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","","","","NDB","CUE","BCT","WR","ANG","PUNE","CR","CONR","SPL.PR","L","INPK","CFCL","CFCL","BCN","","","N","42","0","1","42.0+1.0","NR","60072","WAG12B","SU","D","23:49","","Y","DSN 190425185556","Y","P","Invalid Premium","2761.6","05:30 03-06-25",
"05-06-2025","WR","CR","KNW","1","INDB","KNW","BSL","CR","NKR","RTM","WR","IR","BCN/E","E","","","","MIXD","","","N","0","26","0","26.0+0.0","WC","31983","WAG9H","SU","N","01:15","","","KNW 050625000731","N","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","DFCR","BHET","1","UP","BPTG","BPT","BPT","MGN","RTM","WR","IR","BPTG/MGN","L","IMFT","OPIL","OPIL","BCN","","","N","21","22","1","43.0+1.0","NR","31728","WAG9HC","SU","S","14:20","","Y","ERM 270425173439","N","P","Premium Due","1344","12:00 03-06-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","DFCR","BHU","1","UP","BST","LJN","NE","UMB","UMB","NR","IR","LJ-26","E","","","","BCN","","","N","0","42","1","42.0+1.0","WR","69062","WDG6G","SU","N","01:17","","","DST 050325073736","N","P","Valid Premium","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","DFCR","BHU","2","UP","ICDP","UMB","NR","SCLS","ADI","WR","CONR","CONCOR-01-","L","CONT","CONR","CONR","BLSS","","","N","48","0","0","48.0+0.0","NR","49035","WDG4G","SU","N","09:00","","Y","NPRY120125061353","Y","C","Valid CC","238.08","20:00 02-06-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","DFCR","BHU","3","UP","PCRG","DLI","NR","MSIB","ADI","WR","JKTI","JKTI-107---","E","","","","BCACBM","","","N","0","27","1","27.0+1.0","WC","51038","EF9K","SU","S","14:30","","","NHYD130722164702","Y","C","Valid CC","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","DFCR","CECC","1","UP","IBBM","DLI","NR","KPRK","ADI","WR","JMBX","TWJMB-05-","L","CONT","BXTS","HTPL","BLC","","","N","44","1","0","45.0+0.0","WC","51043","EF9K","SU","S","01:48","","Y","CP  240724064246","Y","C","Valid CC","2323.5","22:00 03-06-25","","","","1","","","","DN","MDCC","ADI","WR","PDLL","DLI","NR","GIPL","AD-105-","L","CONT","ADIL","ADIL","BLC","","","Y","45","0","0","45.0+0.0","NR","43429","WAG9HC","SU","S","01:46","","Y","CEBD230324154544","Y","C","Valid CC","2578.9","15:00 04-06-25",
"05-06-2025","WR","DFCR","CECC","2","UP","PDLL","DLI","NR","MDCC","ADI","WR","ADIL","RK-47-","L","CONT","ADIL","ADIL","BLC","","","N","45","0","1","45.0+1.0","NR","43432","WAG9HC","SU","S","04:51","","Y","JUDW080525102259","Y","C","Valid CC","1027.13","07:30 04-06-25","","","","2","","","","DN","MDCC","ADI","WR","DWLP","JP","NW","IIPL","DPTX-14","L","CONT","CRRS","CRRS","BLC","","","Y","43","2","1","45.0+1.0","","","","SU","","05:10","","Y","MKIG090324094709","Y","C","Valid CC","2336.66","06:10 04-06-25",
"05-06-2025","WR","DFCR","CECC","3","UP","UJH","IZN","NE","UNCK","WDFC","DFCR","IR","BCNE","E","","","","BCN","","","N","0","42","0","42.0+0.0","WR","49340","WDG4G","SU","N","06:28","","","NATD270924133821","N","P","Premium Due","0","","","","","3","","","","DN","MDCC","ADI","WR","DWLP","JP","NW","CNCR","TXDP-16-","L","CONT","CRRS","CRRS","BLC","","","N","45","0","1","45.0+1.0","NR","60249","WAG12B","SU","D","05:10","","Y","PALI160322124908","Y","C","Valid CC","198","19:50 04-06-25",
"05-06-2025","WR","DFCR","CECC","4","UP","GDGH","DLI","NR","MDCC","ADI","WR","GRFL","GR-02-+","L","CONT","GRPL","GRPL","BLC","","","N","45","0","1","45.0+1.0","WR","69035","WDG6G","SU","N","06:52","","Y","UMB 101024002511","Y","C","Valid CC","864.9","11:00 04-06-25","","","","4","","","","DN","MDCC","ADI","WR","GDGH","DLI","NR","CONR","GR--32-","L","CONT","GRPL","GRPL","BLSS","","","Y","48","0","1","48.0+1.0","WR","49237","WDG4G","SU","N","07:45","","Y","CEBD301123085658","Y","C","Valid CC","2194.87","05:00 04-06-25",
"05-06-2025","WR","DFCR","CECC","5","UP","PMKM","DLI","NR","AFGB","ADI","WR","KRIL","PMKM/AFGB","L","CONT","DPWR","DPWR","BLC","","","N","45","0","1","45.0+1.0","NW","12457","WDG4","SU","N","07:02","","Y","UMB 061124043626","Y","C","CC OverDue","219.3","09:00 03-06-25","","","","5","","","","DN","IFFG","ADI","WR","FBD","IZN","NE","IR","PADMINI=4-","L","NPKF","IFFC","IFFC","BCNHL","","","N","42","16","1","58.0+1.0","WR","49293","WDG4G","SU","N","09:41","Y","","KTTY020525005632","Y","C","Intensive","2736.72","",
"05-06-2025","WR","DFCR","CECC","6","UP","PGFS","FZR","NR","MDCC","ADI","WR","GATE","GR-56","L","CONT","GRPL","GRPL","BLC","","","N","45","0","1","45.0+1.0","ER","41916","WAG9HC","SU","S","09:45","","Y","UMB 120424014208","Y","C","Valid CC","1396.74","02:00 03-06-25","","","","6","","","","DN","MDCC","ADI","WR","CMLK","WDFC","DFCR","CONR","R-14 H-","L","CONT","CONR","CONR","BLC","","","Y","45","0","0","45.0+0.0","WR","43732","WAG9HC","SU","S","10:25","","Y","CCJS160225135245","Y","C","Valid CC","2744.37","23:00 04-06-25",
"05-06-2025","WR","DFCR","CECC","7","UP","ICDD","PRYJ","NC","MDCC","ADI","WR","CONR","MDCC","L","CONT","CONR","CONR","BLC","","","Y","45","0","0","45.0+0.0","NR","49216","WDG4G","SU","N","10:00","","Y","ICDD020625131017","Y","C","Valid CC","1926.81","23:35 03-06-25","","","","7","","","","DN","AFGB","ADI","WR","PDLL","DLI","NR","KRIL","AD-121-","L","CONT","ADIL","ADIL","BLC","","","N","40","0","0","40.0+0.0","WR","49388","WDG4G","SU","N","11:10","","Y","PDLL290324113136","Y","C","Valid CC","1454.6","22:30 04-06-25",
"05-06-2025","WR","DFCR","CECC","8","UP","IBBM","DLI","NR","MDCC","ADI","WR","CONR","TXBT-23-SHEETAL","L","CONT","BXTS","BXTS","BLC","","","N","45","0","1","45.0+1.0","WR","60505","WAG12B","SU","N","10:38","","Y","TKD 060518153613","Y","C","Valid CC","1257.19","05:30 03-06-25","","","","8","","","","DN","IFFG","ADI","WR","BJO","MB","NR","CONR","BJO/FERT","L","FERT","IFFC","IFFC","BCN","","","N","42","0","1","42.0+1.0","NF","12178","WDG4","SU","N","12:33","","Y","DSN 080624123157","Y","P","Valid Premium","2643.3","23:50 04-06-25",
"05-06-2025","WR","DFCR","CECC","9","UP","GDGH","DLI","NR","MDCC","ADI","WR","GIPL","GR---24-","L","CONT","GRPL","GRPL","BLC","","","N","45","0","1","45.0+1.0","CR","60421","WAG12B","SU","D","12:10","","Y","GHH 240224045131","Y","C","Valid CC","939.25","15:00 04-06-25","","","","9","","","","DN","MDCC","ADI","WR","JBPI","DLI","NR","CN","RK-04-","L","CONT","BXTS","BXTS","BLC","","","Y","45","0","0","45.0+0.0","WR","43728","WAG9HC","SU","S","13:00","","Y","NHYD110922115504","Y","C","Valid CC","2744.37","02:00 04-06-25",
"05-06-2025","WR","DFCR","CECC","10","UP","DWLP","JP","NW","MDCC","ADI","WR","IIPL","RK-13/MDCC","L","CONT","CRRS","CRRS","BLL","","","Y","40","0","1","40.0+1.0","ER","43361","WAG9HC","SU","S","12:45","","Y","JUDW141221122559","Y","C","Valid CC","1757.62","06:10 04-06-25","","","","10","","","","DN","MDCC","ADI","WR","DGRN","WDFC","DFCR","IR","TXBT-09--","L","CONT","HTPL","HTPL","BLC","","","Y","45","0","0","45.0+0.0","NR","12524","WDG4","SU","","13:35","","Y","JUDW090223140212","Y","C","Valid CC","2225.82","16:25 04-06-25",
"05-06-2025","WR","DFCR","CECC","11","UP","CMLK","WDFC","DFCR","MDCC","ADI","WR","CNCR","DER-R-47","L","CONT","CONR","CONR","BLC","","","Y","45","0","1","45.0+1.0","NR","49057","WDG4G","SU","N","14:13","","Y","VGLJ010524045642","Y","C","Valid CC","1981.25","19:50 04-06-25","","","","11","","","","DN","MDCC","ADI","WR","GDGH","DLI","NR","IR","PGFS-13","L","CONT","GRPL","GRPL","BLL","","","Y","45","0","1","45.0+1.0","NR","49009","WDG4G","SU","N","14:52","","Y","JUDW070624210907","Y","C","Valid CC","1999.25","10:15 04-06-25",
"05-06-2025","WR","DFCR","CECC","12","UP","CMLK","WDFC","DFCR","MDCC","ADI","WR","CONR","R-111H--MDCC","L","CONT","CONR","CONR","BLC","","","Y","45","0","0","45.0+0.0","NR","49039","WDG4G","SU","N","15:35","","Y","ICDD250424154417","Y","C","Valid CC","2573.64","05:00 04-06-25","","","","12","","","","DN","LPGS","ADI","WR","LPGK","PRYJ","NC","IR","HAPY-5","L","LPG","IOC","IOC","BTPG","","","N","31","2","1","33.0+1.0","WR","41699","WAG9HC","SU","D","16:30","","Y","HAPA020525005345","Y","C","Valid CC","1165.6","17:30 02-06-25",
"05-06-2025","WR","DFCR","CECC","13","UP","KORI","JP","NW","GIMB","ADI","WR","IR","PADMINI=24","E","","","","BCNHL","","","N","0","58","1","58.0+1.0","WR","49384","WDG4G","SU","N","18:46","","","SMP 300525184531","Y","C","Valid CC","0","","","","","13","","","","DN","MDCC","ADI","WR","ICDK","JP","NW","CRRS","MS-10-","L","CONT","CONR","CONR","BLC","","","Y","45","0","1","45.0+1.0","WC","31186","WAG9","SU","S","16:40","","Y","ICDD210125092959","Y","C","Valid CC","2041.87","23:45 02-06-25",
"05-06-2025","WR","DFCR","CECC","14","UP","ICDK","JP","NW","MDCC","ADI","WR","CONR","ASHOKAP-R/4","L","CONT","CONR","CONR","BLC","","","Y","45","0","0","45.0+0.0","NW","12195","WDG4","SU","N","19:26","","Y","GMC 291024153648","Y","C","Valid CC","1336.83","23:00 04-06-25","","","","14","","","","DN","KPRK","ADI","WR","LCTS","WDFC","DFCR","IR","TPDDU596","L","NCOL","JK","JK","BOXNHL","","","N","58","0","0","58.0+0.0","NR","49169","WDG4G","SU","N","17:49","","Y","DDU 120125100129","Y","C","Valid CC","3842.38","",
