MA4 TRAINWISE INTERCHANGE
[  Zone: WR,  DateFrom: 05-06-2025,  DateTo: 05-06-2025,  Gauge: BG,;  TakenOver: 166=177+0;  HandedOver: 160=172+0;  HandedOverCc8Cont: 120;  HandedOverCc6Cont: 10;  TakenOverCc8Cont: 119;  TakenOverCc6Cont: 7 ]
"DATE","ZONE FROM","ZONE TO","IC STTN","TAKEN OVER SR.NO.","TAKEN OVER DRTN","TAKEN OVER STTN FROM","TAKEN OVER DVSN FROM","TAKEN OVER ZONE FROM","TAKEN OVER STTN TO","TAKEN OVER DVSN TO","TAKEN OVER ZONE TO","TAKEN OVER OWNR","TAKEN OVER LOAD NAME","TAKEN OVER L/E","TAKEN OVER CMDT","TAKEN OVER CNSR","TAKEN OVER CNSG","TAKEN OVER TYPE","TAKEN OVER MULTIDSTN DVSN(DSTN)","TAKEN OVER MULTIDSTN UNITS","TAKEN OVER DS","TAKEN OVER 8W(L)","TAKEN OVER 8W(E)","TAKEN OVER 8W(BV)","TAKEN OVER TOTL(8W)","TAKEN OVER OWNG","TAKEN OVER LOCO","TAKEN OVER LOCO TYPE","TAKEN OVER LOCO UNTS","TAKEN OVER LOCO HRP","TAKEN OVER TIME","TAKEN OVER CC+6","TAKEN OVER CC+8","TAKEN OVER RAKEID","TAKEN OVER TWIN PIPE","TAKEN OVER CTGR","TAKEN OVER EXAM TYPE","TAKEN OVER TONNAGE(in Tonnes)","TAKEN OVER LDNG DATE","HANDED  OVER INTERCHANGE POINT STATION","HANDED  OVER INTERCHANGE POINT DIVISION","HANDED  OVER INTERCHANGE POINT ZONE","HANDED OVER SR.NO.","TAKEN OVER INTERCHANGE  POINT STATION","TAKEN OVER INTERCHANGE  POINT DIVISION","TAKEN OVER INTERCHANGE  POINT ZONE","HANDED OVER DRTN","HANDED OVER STTN FROM","HANDED OVER DVSN FROM","HANDED OVER ZONE FROM","HANDED OVER STTN TO","HANDED OVER DVSN TO","HANDED OVER ZONE TO","HANDED OVER OWNR","HANDED OVER LOAD NAME","HANDED OVER L/E","HANDED OVER CMDT","HANDED OVER CNSR","HANDED OVER CNSG","HANDED OVER TYPE","HANDED OVER MULTIDSTN DVSN(DSTN)","HANDED OVER MULTIDSTN UNITS","HANDED OVER DS","HANDED OVER 8W(L)","HANDED OVER 8W(E)","HANDED OVER 8W(BV)","HANDED OVER TOTL(8W)","HANDED OVER OWNG","HANDED OVER LOCO","HANDED OVER LOCO TYPE","HANDED OVER LOCO UNTS","HANDED OVER LOCO HRP","HANDED OVER TIME","HANDED OVER CC+6","HANDED OVER CC+8","HANDED OVER RAKEID","HANDED OVER TWIN PIPE","HANDED OVER CTGR","HANDED OVER EXAM TYPE","HANDED OVER TONNAGE(in Tonnes)","HANDED OVER LDNG DATE",
"05-06-2025","WR","NW","BEC","1","MVJ","UCGK","AII","NW","JAB","AGRA","NC","IR","UCGK/ETAH+JAB","L","CEMT","UCWL","JK","BCN","AGRA(JAB), PRYJ(ETAH)","10+32","N","42","0","1","42.0+1.0","NC","12412","WDG4","SU","N","17:15","","Y","NVU 281224130001","N","P","Valid Premium","2761.8","11:00 05-06-25","CNA","KOTA","WC","1","CNA","AII","NW","MVJ","MJOG","MB","NR","NDT","AII","NW","IR","JS-3-","L","CONT","CONR","CONR","BLC","","","N","45","0","1","45.0+1.0","NR","49212","WDG4G","SU","N","03:57","","Y","TICD190924075728","Y","C","Valid CC","270","15:10 03-06-25",
"05-06-2025","WR","NW","BEC","","","","","NW","","","NC","","","","","","","","","","","","","","","NC","12793","WDG4","SU","N","","","","","N","","","","","","","","2","CNA","AII","NW","MVJ","ROZA","MB","NR","UCGK","AII","NW","CONR","ROZA-BCNE","E","","","","BCN","","","N","0","42","0","42.0+0.0","NR","49139","WDG4G","SU","N","12:55","","","UMB 310125121249","Y","P","Premium Due","0","08:45 03-06-25",
"05-06-2025","WR","NW","BEC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","MVJ","KDLP","ADI","WR","RPZ","AII","NW","IR","RPZ/DAP","L","IMFT","IPL","IPL","BCN","","","N","42","0","1","42.0+1.0","WR","41758","WAG9HC","SU","S","23:20","","Y","DSN 010724171525","Y","P","Valid Premium","2724.8","11:00 05-06-25",
"05-06-2025","WR","NW","BEC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","CNA","AII","NW","MVJ","ROZA","MB","NR","UCGK","AII","NW","IR","ROZA-BCNE","E","","","","BCN","","","N","0","42","1","42.0+1.0","SC","69183","WDG6G","SU","N","23:50","","","MRJ 010525155001","Y","P","Premium Due","0","11:00 05-06-25",
"05-06-2025","WR","NW","BLDI","1","SMR","NELK","JU","NW","NELM","RJT","WR","IR","SAYAJI-12","E","EBMS, HSD","","","BTPN","","","N","0","50","2","50.0+2.0","WR","49382","WDG4G","SU","N","08:00","","","KRCA211123111926","N","C","Valid CC","0","","","","","1","","","","SMR","AFGB","ADI","WR","MSTB","JP","NW","IR","RK---111-","L","CONT","PRCL","PRCL","BLSS","","","N","47","0","1","47.0+1.0","WR","49270","WDG4G","SU","N","06:47","","Y","HAPA190623174411","Y","C","Valid CC","3371.5","",
"05-06-2025","WR","NW","BLDI","2","SMR","BGKT","JU","NW","ADI","ADI","WR","IR","E/NMG/ADI","E","","","","NMG","","","N","0","25","0","25.0+0.0","SW","43396","WAG9HC","SU","S","12:05","","","MDJN170525184444","N","P","Valid Premium","0","","","","","2","","","","SMR","MDCC","ADI","WR","SSA","BKN","NW","IR","BA-BZA-TP-33","L","IMFT","IDRI","IDRI","BCNHL","BKN(BHT,SSA)","28+30","N","42","16","0","58.0+0.0","WR","49370","WDG4G","SU","N","09:10","","Y","BZA 270724170508","Y","C","Valid CC","2961","",
"05-06-2025","WR","NW","BLDI","3","SMR","PLPC","UMB","NR","MDCC","ADI","WR","GIPL","PLPC-54-","L","CONT","PMLP","PMLP","BLSS","","","N","48","0","1","48.0+1.0","WR","49265","WDG4G","SU","N","12:40","","Y","SREW111124173004","Y","C","Valid CC","1609.33","22:30 31-05-25","","","","3","","","","SMR","KPRK","ADI","WR","PLPC","UMB","NR","GIPL","JUDW/PLPC-","L","CONT","PMLP","PMLP","BLC","","","N","44","1","0","45.0+0.0","WR","49387","WDG4G","SU","N","11:30","","Y","JUDW270325003418","Y","C","Valid CC","2719.38","22:30 31-05-25",
"05-06-2025","WR","NW","BLDI","4","SMR","FDK","FZR","NR","RWO","BVC","WR","IR","SATHL-TP-131","L","R","FCI","FCI","BCNHL","","","N","58","0","1","58.0+1.0","NR","49213","WDG4G","SU","N","13:29","","Y","STA 040125021708","Y","C","Valid CC","3683","23:35 03-06-25","","","","4","","","","SMR","KPRK","ADI","WR","FZP","FZR","NR","IR","ABS/FZP/DAP","L","IMFT","IPL","IPL","BCNAHSM1","FZR(FZP), UMB(ABS)","21+21","N","42","0","1","42.0+1.0","WR","49286","WDG4G","SU","N","12:10","","Y","NHYD250225142337","N","P","Valid Premium","2688","23:35 03-06-25",
"05-06-2025","WR","NW","BLDI","5","SMR","LGH","BKN","NW","GIMB","ADI","WR","IR","S/PRE/BCN","E","","","","BCN","","","N","0","41","1","41.0+1.0","NW","43544","WAG9HC","SU","S","18:03","","","SNF 121024223438","N","P","Valid Premium","0","","","","","5","MSH","WDFC","DFCR","SMR","MSIB","ADI","WR","MSTB","JP","NW","IR","DKJFKLSJ","L","AUTO","ALVA","ALVA","BCACBM","","","N","27","0","1","27.0+1.0","WR","49395","WDG4G","SU","N","15:15","","Y","JUDW191023171251","Y","C","Valid CC","290.52","",
"05-06-2025","WR","NW","BLDI","6","SMR","GPHK","UMB","NR","AFGB","ADI","WR","CRRS","DPJP-19-","L","CONT","DPWR","DPWR","BLC","","","N","45","0","1","45.0+1.0","NR","49122","WDG4G","SU","N","20:15","","Y","CEBD150623202408","Y","C","Valid CC","207","16:50 03-06-25","","","","6","","","","SMR","AOMM","ADI","WR","KLI","UMB","NR","CRRS","AOMM/KLI","L","CHES","HWTC","BDLC","BOXNHL","","","N","58","0","1","58.0+1.0","NR","49050","WDG4G","SU","N","15:45","","Y","BSL 301024163724","N","P","Premium Due","3887.88","16:50 03-06-25",
"05-06-2025","WR","NW","BLDI","7","SMR","CBKB","JU","NW","CKYR","ADI","WR","CONR","MS-01--","L","CONT","CONR","CONR","BLC","","","N","45","0","1","45.0+1.0","NR","49121","WDG4G","SU","N","20:45","","Y","TICD240525165700","Y","C","Valid CC","703.79","10:30 05-06-25","","","","7","","","","SMR","MDCC","ADI","WR","GPHK","UMB","NR","CONR","GPHK-45-","L","CONT","HTPL","HTPL","BLSS","","","N","48","0","1","48.0+1.0","NW","70571","WDG4D","SU","N","17:32","","Y","UMB 210525211550","Y","C","Valid CC","2391.84","10:30 05-06-25",
"05-06-2025","WR","NW","BLDI","8","SMR","GK","LJN","NE","UMB","UMB","NR","IR","YAMUNATP55","E","","","","BCNHL","","","N","0","58","0","58.0+0.0","WR","49292","WDG4G","SU","N","21:36","","","KJGY180323060556","Y","C","Valid CC","0","","","","","8","","","","SMR","MDCC","ADI","WR","KNNN","EDFC","DFCR","IR","TORALTP=15-","L","INPK","CFCL","CFCL","BCNHL","EDFC(KNNN), UMB(PUL)","37+21","N","42","16","0","58.0+0.0","NW","43631","WAG9HC","SU","N","18:11","","Y","BSP 250623075219","Y","C","Valid CC","2961","",
"05-06-2025","WR","NW","BLDI","9","SMR","NBA","UMB","NR","FCIV","BCT","WR","IR","SATHL-TP-107","L","R","FCI","FCI","BCNHL","","","N","58","0","1","58.0+1.0","NR","49003","WDG4G","SU","N","22:49","","Y","STA 220823051126","Y","C","Valid CC","3683","20:30 03-06-25","","","","9","","","","SMR","KDLP","ADI","WR","KORI","JP","NW","IR","KORI+JCY/FERT","L","IMFT","IPL","IPL","BCN","DLI(JCY), JP(KORI)","15+27","N","42","0","0","42.0+0.0","WR","49268","WDG4G","SU","N","21:03","Y","","ERM 040325074208","N","P","Valid Premium","2680.2","20:30 03-06-25",
"05-06-2025","WR","NW","BLDI","10","SMR","ICAK","UMB","NR","MDCC","ADI","WR","CONR","ALIK050-","L","CONT","ADIL","ADIL","BLC","","","N","33","12","1","45.0+1.0","NR","49058","WDG4G","SU","N","23:14","","Y","FL  180225161851","Y","C","Valid CC","1284.94","22:40 03-06-25","","","","10","","","","SMR","PPSP","BVC","WR","IOBP","DLI","NR","CONR","HAPY-8","L","LPG","IOC","IOC","BTPG","","","N","32","2","1","34.0+1.0","NC","32195","WAG9H","SU","S","22:13","","Y","HAPA240525214224","Y","C","Valid CC","1188.88","22:40 03-06-25",
"05-06-2025","WR","NW","BLDI","11","SMR","PDLL","DLI","NR","MDCC","ADI","WR","APSE","AD-101-","L","CONT","ADIL","ADIL","BLC","","","N","45","0","1","45.0+1.0","WC","51041","EF9K","SU","S","23:14","","Y","CEBD101123173633","Y","C","Valid CC","864.44","03:45 04-06-25","","","","11","","","","SMR","MDCC","ADI","WR","GPHK","UMB","NR","APSE","TXHT-8-","L","CONT","HTPL","HTPL","BLSS","","","N","48","0","1","48.0+1.0","ER","33629","WAG9HC","SU","S","23:17","","Y","CP  050125061536","Y","C","Valid CC","1512.83","03:45 04-06-25",
"05-06-2025","WR","NW","CNA","1","AII","MJOG","MB","NR","NDT","AII","NW","CONR","JS-3-","L","CONT","CONR","CONR","BLC","","","N","45","0","1","45.0+1.0","NR","49212","WDG4G","SU","N","03:38","","Y","TICD190924075728","Y","C","Valid CC","270","20:00 02-06-25","BEC","AII","NW","1","","","","AII","ACS","RTM","WR","UTCJ","BKN","NW","CONR","UTCJ","L","CLKR","UTCL","UTCL","BOXNHL","","","N","59","0","1","59.0+1.0","WC","31607","WAG9H","SU","D","08:05","","Y","BSL 281024114531","N","P","Valid Premium","4073.07","20:00 02-06-25",
"05-06-2025","WR","NW","CNA","2","AII","ROZA","MB","NR","UCGK","AII","NW","IR","ROZA-BCNE","E","","","","BCN","","","N","0","42","0","42.0+0.0","NR","49139","WDG4G","SU","N","12:45","","","UMB 310125121249","Y","P","Premium Due","0","","BEC","AII","NW","2","","","","AII","ACS","RTM","WR","KORI","JP","NW","IR","PADMINI5-","L","CEMT","UTCL","UTCL","BCNHL","","","N","42","16","1","58.0+1.0","NC","33183","WAG9H","SU","S","08:53","","Y","SMP 271120205901","Y","C","Valid CC","2954.7","",
"05-06-2025","WR","NW","CNA","3","AII","VBCG","UMB","NR","VCSN","RTM","WR","UTCL","GPWIS=01-TP","E","","","","BOXNHL","","","N","0","58","1","58.0+1.0","NR","49197","WDG4G","SU","N","15:28","","","SMP 270224080507","Y","C","Valid CC","0","","","","","3","","","","AII","CNAS","RTM","WR","AGS","JP","NW","UTCL","KKU+AGS","L","CEMT","BCW","BCW","BCN","","","N","42","0","0","42.0+0.0","WR","49398","WDG4G","SU","N","12:04","","Y","BNGS141124125835","N","P","Valid Premium","2811.2","",
"05-06-2025","WR","NW","CNA","4","AII","FGSG","AGRA","NC","RTM","RTM","WR","IR","PADMINI=27-T","E","","","","BCNHL","","","N","0","58","1","58.0+1.0","NR","49024","WDG4G","SU","N","21:04","","","SMP 150723104027","Y","C","Valid CC","0","","","","","4","","","","AII","VCSN","RTM","WR","KJGY","UMB","NR","IR","NKJ-LION-1604","L","CLKR","UTCL","UTCL","BOXNHL","","","N","58","0","0","58.0+0.0","WR","49383","WDG4G","SU","N","12:09","","Y","NKJ 070125120726","Y","C","Valid CC","4030.4","",
"05-06-2025","WR","NW","CNA","5","AII","ROZA","MB","NR","UCGK","AII","NW","IR","ROZA-BCNE","E","","","","BCN","","","N","0","42","1","42.0+1.0","SC","69183","WDG6G","SU","N","23:35","","","MRJ 010525155001","Y","P","Premium Due","0","","BEC","AII","NW","5","","","","AII","PPSP","BVC","WR","KKU","JP","NW","IR","E/BCN","L","INPK","KRIB","KRIB","BCN","AII(HMG), JP(KKU)","21+21","N","42","0","1","42.0+1.0","CR","60372","WAG12B","SU","D","13:31","","Y","ERM 100425204844","N","P","Invalid Premium","2758.4","",
"05-06-2025","WR","NW","CNA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","AII","ACS","RTM","WR","UNCB","JP","NW","IR","ACS/GPW-01-","L","CLKR","UTCL","UTCL","BOXNHL","","","N","58","0","1","58.0+1.0","WR","41700","WAG9HC","SU","D","13:53","","Y","SMP 030424111832","Y","C","Valid CC","4052.4","",
"05-06-2025","WR","NW","CNA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","AII","ACS","RTM","WR","KORI","JP","NW","CONR","PADMINI=13-T","L","CEMT","UTCL","UTCL","BCNHL","BKN(STD), JP(KORI)","12+46","N","58","0","0","58.0+0.0","NR","60085","WAG12B","SU","D","15:40","","Y","SMP 220325155534","Y","C","Valid CC","4080.3","04:55 05-06-25",
"05-06-2025","WR","NW","CNA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","AII","ACS","RTM","WR","RKSH","MB","NR","IR","PADMINI-29-","L","CEMT","UTCL","UTCL","BCNHL","DLI(PHDL), MB(RKSH)","21+37","N","42","16","1","58.0+1.0","EC","32010","WAG9H","SU","S","17:12","","Y","SMP 170325150256","Y","C","Valid CC","2954.7","",
"05-06-2025","WR","NW","HMT","1","UP","FL","JP","NW","GIMB","ADI","WR","IR","FL/E/BCN","E","","","","BCN","","","N","0","42","1","42.0+1.0","WR","49262","WDG4G","SU","N","07:10","","","IZN 261024105303","Y","P","Valid Premium","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","NW","HMT","2","UP","CMCK","AII","NW","MDCC","ADI","WR","CONR","DICD-E-84H","L","CONT","CONR","CONR","BLC","","","N","45","0","1","45.0+1.0","NR","49141","WDG4G","SU","N","15:00","","Y","ICDD250823103926","N","C","Valid CC","2744.37","04:55 05-06-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","NW","PNU","1","UP","FL","JP","NW","RTM","RTM","WR","IR","FL/E-BCN","E","","","","BCN","","","N","0","42","1","42.0+1.0","WR","12334","WDG4","SU","N","02:15","","","UMB 091124183351","N","P","Valid Premium","0","","","","","1","","","","DN","MDCC","ADI","WR","HDCG","KGP","SE","IR","RK-93-","L","CONT","PMLP","PMLP","BLSS","","","N","48","0","1","48.0+1.0","WR","49342","WDG4G","SU","N","04:48","","Y","PLPC241224144015","Y","C","Valid CC","220.8","20:00 31-05-25",
"05-06-2025","WR","NW","PNU","2","UP","MOT","UMB","NR","BGK","UBL","SW","IR","MOT/BGK","L","R","FCI","FCI","BCN","","","N","42","0","1","42.0+1.0","NR","32513","WAG9HC","SU","D","20:11","","Y","ETAH240125123008","N","P","Valid Premium","2766.8","20:00 31-05-25","","","","2","","","","DN","VNRD","RJT","WR","ICDD","PRYJ","NC","IR","ICDD-//--","L","CONT","CONR","CONR","BLC","","","Y","40","0","1","40.0+1.0","EC","38875","WAG9HC","SU","N","11:10","","Y","GMC 160225110243","Y","C","Valid CC","1282.34","21:40 02-06-25",
"05-06-2025","WR","WC","CNA","1","DN","BGCK","BSP","SEC","JKCG","RTM","WR","IR","N-JKCG","L","PBC","SECL","JKC","BOXN","","","N","59","0","1","59.0+1.0","WC","65085","EF12K","SU","N","02:47","","Y","ETYD290325195620","N","P","Valid Premium","4112.52","21:40 02-06-25","","","","1","","","","UP","JKCG","RTM","WR","HGJ","PRYJ","NC","IR","PRGTITP376","L","CLKR","JKC","JKC","BOXNHL","","","N","59","0","1","59.0+1.0","NC","27476","WAG7","SU","S","05:06","","Y","BLEY150525145558","Y","C","Valid CC","4080.49","05:00 04-06-25",
"05-06-2025","WR","WC","CNA","2","DN","JBTS","BPL","WC","WCSG","RTM","WR","IR","BLUE-HANS","L","ASH","ATCH","WCSG","BOXNHL","","","N","57","0","1","57.0+1.0","NC","27476","WAG7","SU","S","12:29","","Y","BSL 010225142754","Y","C","Valid CC","3840.25","05:00 04-06-25","","","","2","","","","UP","NBHS","RTM","WR","MTJ","AGRA","NC","IR","MTJ/NBHS","L","CEMT","JKC","JKC","BCN","","","N","28","14","1","42.0+1.0","NR","27861","WAG7","SU","N","09:44","","Y","STA 210724105347","N","P","Valid Premium","1845.4","12:15 02-06-25",
"05-06-2025","WR","WC","CNA","3","DN","DWWS","DHN","EC","HZL","RTM","WR","IR","BLUE-HANS-534","L","PBC","NCL","HZL","BOXNHL","","","N","59","0","1","59.0+1.0","CR","31438","WAG9HC","SU","N","16:50","","Y","BSL 150125020549","Y","C","Valid CC","4129.82","12:15 02-06-25","","","","3","","","","UP","CNAS","RTM","WR","MNQ","PRYJ","NC","IR","JAB+MNQ","L","CEMT","BCW","BCW","BCN","AGRA(JAB), PRYJ(MNQ)","32+10","N","42","0","1","42.0+1.0","EC","31691","WAG9","SU","S","17:01","","Y","DSN 240425191554","N","P","Valid Premium","2762.6","",
"05-06-2025","WR","WC","CNA","4","DN","PBE","IZN","NE","SMP","RTM","WR","IR","BCNE","E","","","","BCN","","","N","0","42","1","42.0+1.0","WC","65084","EF12K","SU","N","17:55","","","DD  300325180926","Y","P","Invalid Premium","0","","","","","4","","","","UP","WCSG","RTM","WR","WCLS","PRYJ","NC","IR","SR-21","L","CLKR","WCSG","WCSG","BOXN","","","N","58","0","1","58.0+1.0","CR","31527","WAG9H","SU","N","18:05","","Y","BNDM300425125017","N","P","Premium Due","3954.34","10:20 02-06-25",
"05-06-2025","WR","WC","CNA","5","DN","HACG","DHN","EC","ACS","RTM","WR","IR","PRM-5208","L","SAND","HIL","UTCL","BOXNHL","","","N","58","0","1","58.0+1.0","SE","31685","WAG9H","SU","N","18:59","","Y","BZA 020524210822","N","P","Valid Premium","3921.02","10:20 02-06-25","","","","5","BEC","AII","NW","UP","UCGK","AII","NW","JAB","AGRA","NC","IR","UCGK/ETAH+JAB","L","CEMT","UCWL","JK","BCN","AGRA(JAB), PRYJ(ETAH)","10+32","N","42","0","1","42.0+1.0","WC","23668","WAG5T","MU","N","19:05","","Y","NVU 281224130001","N","P","Valid Premium","2761.8","",
"05-06-2025","WR","WC","CNA","6","DN","ETW","PRYJ","NC","SMP","RTM","WR","IR","EJ-01","E","","","","BCN","","","N","0","42","0","42.0+0.0","SC","31600","WAG9H","SU","N","20:32","","","STA 141024202343","N","P","Invalid Premium","0","","","","","","","","","","","","NW","","","NC","","","","","","","","","","","","","","","WC","24431","WAG5T","MU","N","","","","","N","","","","",
"05-06-2025","WR","WC","MKC","1","RTA","GUNA","BPL","WC","KON","MDU","SR","IR","BA-BZA-TP","L","W","ANHC","ANHC","BCNHL","","","N","23","35","1","58.0+1.0","SC","32038","WAG9H","SU","N","01:00","Y","","BZA 080225201606","Y","C","Valid CC","1357","11:40 04-06-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","WC","MKC","2","RTA","RCPB","JBP","WC","SEH","RTM","WR","IR","SEH+BRRG","L","CEMT","RECC","RECC","BCN","","","N","21","21","0","42.0+0.0","WR","31431","WAG9HC","SU","D","03:48","","Y","ED  150425195236","N","P","Invalid Premium","1381.3","07:50 02-06-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","WC","MKC","3","RTA","PFR","BPL","WC","SMP","RTM","WR","IR","IRE/PFR","E","","","","BCN","","","N","0","42","0","42.0+0.0","EC","43756","WAG9HC","SU","S","06:15","","","STA 231124004413","N","P","Invalid Premium","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","WC","MKC","4","RTA","SFY","BPL","WC","RTM","RTM","WR","IR","MBOX","E","","","","MBOXN","","","N","0","28","0","28.0+0.0","WC","12536","WDG4","SU","N","15:25","","","SGZ 280525162330","N","","Intensive","0","","NAD","KOTA","WC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","WC","MKC","5","RTA","BAZ","KOTA","WC","DG","MDU","SR","IR","DG","L","W","SUTD","SUTD","BCN","","","N","42","0","1","42.0+1.0","WR","60515","WAG12B","SU","N","19:44","","Y","AGS 230225113321","N","P","Premium Due","2751","19:10 04-06-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","WC","MKC","6","RTA","ICDM","JHS","NC","JNPT","BB","CR","CONR","ICDD/MDCC=","L","CONT","CONR","CONR","BLC","","","N","40","0","1","40.0+1.0","NF","43102","WAG9HC","SU","N","20:46","","Y","GMC 270624021952","Y","C","Valid CC","951.23","00:10 05-06-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","WC","MTA","1","DADN","DKSK","NAG","SEC","NSPN","RTM","WR","IR","N/NSPN","L","PHC","WCF","NTPC","BOXN","","","N","58","0","1","58.0+1.0","WC","23670","WAG5H","MU","N","06:38","","Y","BNDM141224144919","N","P","Premium Due","3848.6","03:35 03-06-25","","","","1","","","","DADN","NSPN","RTM","WR","BSPR","BSP","SEC","IR","SRIVALI-V-116","E","","","","BOXNS","","","N","0","59","1","59.0+1.0","CR","60369","WAG12B","SU","D","11:04","","","EMTY210525093402","Y","C","Valid CC","0","07:50 02-06-25",
"05-06-2025","WR","WC","MTA","","","","","SEC","","","WR","","","","","","","","","","","","","","","WC","24422","WAG5H","MU","N","","","","","N","","","","","","","","2","","","","DADN","NKR","RTM","WR","BSPR","BSP","SEC","IR","PRGTITP406","E","","","","BOXNHL","","","N","0","58","1","58.0+1.0","NR","60140","WAG12B","SU","D","12:05","","","BLEY010625084111","Y","C","Valid CC","0","",
"05-06-2025","WR","WC","MTA","2","DADN","GGPP","SC","SC","NSPN","RTM","WR","IR","NSPN","L","PHC","WCF","NTPC","BOXN","","","N","59","0","1","59.0+1.0","NR","60020","WAG12B","SU","D","13:37","","Y","NHYD121223181503","N","P","Premium Due","4010.56","09:35 02-06-25","","","","3","","","","DADN","SWD","RTM","WR","BYT","R","SEC","IR","BYT/SWD","L","FERT","CFL","CFL","BCN","","","N","21","21","1","42.0+1.0","WC","31983","WAG9H","SU","N","19:16","","Y","KBGB090824230202","N","P","Valid Premium","1335","",
"05-06-2025","WR","WC","MTA","3","DADN","POCP","ASN","ER","NSPN","RTM","WR","IR","DELTA-3201-FKKDV","L","PHC","ECF","NTPC","BOXN","","","N","59","0","1","59.0+1.0","ER","41294","WAG9HC","SU","S","18:14","","Y","UDLU280525202739","N","C","Valid CC","3980.61","22:35 29-05-25","","","","4","","","","DADN","NSPN","RTM","WR","BSPR","BSP","SEC","IR","BOXNE/NSPN","E","","","","BOXN","","","N","0","58","1","58.0+1.0","WC","23670","WAG5H","MU","N","20:40","","","BNDM141224144919","N","P","Premium Due","0","19:10 04-06-25",
"05-06-2025","WR","WC","MTA","4","DADN","KCKT","BSP","SEC","NSPN","RTM","WR","IR","BLUE-HANS-NSPN","L","PHC","SECL","NTPC","BOXNHL","","","N","58","0","1","58.0+1.0","CR","33618","WAG9HC","SU","N","19:25","","Y","BSL 260425190358","Y","C","Valid CC","4068.58","23:50 01-06-25","","","","","","","","","","","WR","","","SEC","","","","","","","","","","","","","","","WC","24422","WAG5H","MU","N","","","","","N","","","","",
"05-06-2025","WR","WC","MTA","5","DADN","MAIL","SBP","ECO","NSPN","RTM","WR","IR","N/NSPN","L","NPHC","NTPC","NTPC","BOXN","","","N","58","0","1","58.0+1.0","NR","60145","WAG12B","SU","D","20:48","","Y","UDLU140523105021","N","P","Valid Premium","4017.41","08:45 31-05-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","WC","MTA","6","DADN","MAIL","SBP","ECO","NSPN","RTM","WR","IR","N/NSPN","L","NPHC","NTPC","NTPC","BOXN","","","N","58","1","1","59.0+1.0","CR","31971","WAG9H","SU","N","21:35","","Y","ETYD050425184908","N","P","Premium Due","4016.93","08:30 02-06-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","WC","MTA","7","DADN","SLCC","BSP","SEC","NSPN","RTM","WR","IR","BIATP8896/NSPN","L","PHC","SECL","NTPC","BOXNHL","","","N","56","2","1","58.0+1.0","WC","51012","EF9K","SU","S","23:58","","Y","BLEY271124195913","N","C","Valid CC","3904.05","01:48 03-06-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","WC","NAD","1","UP","LPBP","UMB","NR","MBPP","BB","CR","BPC","BHARAT-04","E","LPG","","","BTPG","","","N","0","34","1","34.0+1.0","EC","32698","WAG9HC","SU","N","02:49","","","BSL 020421063453","N","C","Valid CC","0","","BSR","BB","CR","1","","","","DN","MDCC","ADI","WR","HTPP","DLI","NR","IR","RK--90-","L","CONT","HTPL","HTPL","BLSS","","","N","48","0","1","48.0+1.0","WC","65039","EF12K","SU","N","09:29","","Y","C   110923160226","Y","C","Valid CC","2393.78","03:35 03-06-25",
"05-06-2025","WR","WC","NAD","2","UP","MKPP","PRYJ","NC","JNPT","BB","CR","PMLP","ARIL--1-","L","CONT","PMLP","PMLP","BLC","","","N","45","0","1","45.0+1.0","CR","43619","WAG9HC","SU","N","06:04","","Y","MATP230524102015","N","C","Valid CC","1168.19","02:55 04-06-25","BSR","BB","CR","2","","","","DN","DCCK","ADI","WR","CTCS","KGP","SE","IR","M=1-","L","CONT","CONR","CONR","BLL","","","N","40","5","1","45.0+1.0","WR","33639","WAG9HC","SU","S","10:57","","Y","TICD290125025625","Y","C","Valid CC","907.76","03:35 03-06-25",
