MA4 TRAINWISE INTERCHANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[  Zone: WR,  DateFrom: 03-01-2026,  DateTo: 03-01-2026,  Gauge: BG,;  TakenOver: 197=233+0;  HandedOver: 185=217+0;  HandedOverCc8Cont: 147;  HandedOverCc6Cont: 11;  TakenOverCc8Cont: 137;  TakenOverCc6Cont: 7 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATE,ZONE FROM,ZONE TO,IC STTN,TAKEN OVER SR.NO.,TAKEN OVER DRTN,TAKEN OVER STTN FROM,TAKEN OVER DVSN FROM,TAKEN OVER ZONE FROM,TAKEN OVER STTN TO,TAKEN OVER DVSN TO,TAKEN OVER ZONE TO,TAKEN OVER OWNR,TAKEN OVER LOAD NAME,TAKEN OVER L/E,TAKEN OVER CMDT,TAKEN OVER CNSR,TAKEN OVER CNSG,TAKEN OVER TYPE,TAKEN OVER MULTIDSTN DVSN(DSTN),TAKEN OVER MULTIDSTN UNITS,TAKEN OVER DS,TAKEN OVER 8W(L),TAKEN OVER 8W(E),TAKEN OVER 8W(BV),TAKEN OVER TOTL(8W),TAKEN OVER OWNG,TAKEN OVER LOCO,TAKEN OVER LOCO TYPE,TAKEN OVER LOCO UNTS,TAKEN OVER LOCO HRP,TAKEN OVER TIME,TAKEN OVER CC+6,TAKEN OVER CC+8,TAKEN OVER RAKEID,TAKEN OVER TWIN PIPE,TAKEN OVER CTGR,TAKEN OVER EXAM TYPE,TAKEN OVER TONNAGE(in Tonnes),TAKEN OVER LDNG DATE,TAKEN OVER SCHEME CODE,HANDED  OVER INTERCHANGE POINT STATION,HANDED  OVER INTERCHANGE POINT DIVISION,HANDED  OVER INTERCHANGE POINT ZONE,HANDED OVER SR.NO.,TAKEN OVER INTERCHANGE  POINT STATION,TAKEN OVER INTERCHANGE  POINT DIVISION,TAKEN OVER INTERCHANGE  POINT ZONE,HANDED OVER DRTN,HANDED OVER STTN FROM,HANDED OVER DVSN FROM,HANDED OVER ZONE FROM,HANDED OVER STTN TO,HANDED OVER DVSN TO,HANDED OVER ZONE TO,HANDED OVER OWNR,HANDED OVER LOAD NAME,HANDED OVER L/E,HANDED OVER CMDT,HANDED OVER CNSR,HANDED OVER CNSG,HANDED OVER TYPE,HANDED OVER MULTIDSTN DVSN(DSTN),HANDED OVER MULTIDSTN UNITS,HANDED OVER DS,HANDED OVER 8W(L),HANDED OVER 8W(E),HANDED OVER 8W(BV),HANDED OVER TOTL(8W),HANDED OVER OWNG,HANDED OVER LOCO,HANDED OVER LOCO TYPE,HANDED OVER LOCO UNTS,HANDED OVER LOCO HRP,HANDED OVER TIME,HANDED OVER CC+6,HANDED OVER CC+8,HANDED OVER RAKEID,HANDED OVER TWIN PIPE,HANDED OVER CTGR,HANDED OVER EXAM TYPE,HANDED OVER TONNAGE(in Tonnes),HANDED OVER LDNG DATE,HANDED OVER SCHEME CODE
03-01-2026,WR,DFCR,SJN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,BSR,BB,CR,DN,PNCS,BB,CR,NCLW,ADI,WR,GIPL,PRIS-07-,L,CONT,NCLC,NCLC,BLC,,,N,45,0,0,45.0+0.0,WC,41782,WAG9HC,MU,S,20:50,,Y,VGLJ220325204545,Y,C,Valid CC,2724.67,06:45 31-12-25,
03-01-2026,WR,DFCR,SJN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR,,,WR,,,,,,,,,,,,,,,WC,41836,WAG9HC,MU,S,,,,,Y,,,,,
03-01-2026,WR,DFCR,SJN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,BSR,BB,CR,DN,KTIG,BB,CR,CMLK,WDFC,DFCR,CONR,M=1--,L,CONT,CONR,CONR,BLL,,,N,40,0,0,40.0+0.0,CR,31277,WAG9H,SU,D,22:23,,Y,TICD081125034545,Y,C,Valid CC,1972.81,19:20 02-01-26,
03-01-2026,WR,DFCR,SJN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,BSR,BB,CR,DN,JNPT,BB,CR,CGMV,BRC,WR,IR,R-82-H-=793,L,CONT,CONR,CONR,BLC,,,N,45,0,1,45.0+1.0,WR,41669,WAG9HC,SU,D,23:51,,Y,TICD171125142333,Y,C,Valid CC,1425.25,19:10 01-01-26,
03-01-2026,WR,NW,BEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CNA,AII,NW,MVJ,FL,JP,NW,UCGK,AII,NW,IR,FL/E/BCN,E,,,,BCN,,,N,0,42,1,42.0+1.0,NC,32465,WAG9H,SU,S,06:31,,,ADRA250824135901,Y,P,Valid Premium,0,18:00 01-01-26,
03-01-2026,WR,NW,BLDI,1,SMR,GFPA,UMB,NR,CRTK,BB,CR,GIPL,GL-01-,L,CONT,CONR,CONR,BLSS,,,N,48,0,1,48.0+1.0,SC,38246,WAG9HC,MU,N,10:17,Y,,CEBD120625203818,Y,C,Valid CC,2851.2,06:45 31-12-25,,MPR,WDFC,DFCR,1,,,,SMR,DCCK,ADI,WR,UTCK,JU,NW,JMBL,DCCK-UTCK,L,CONT,CONR,CONR,BKI,,,N,40,0,0,40.0+0.0,NR,49131,WDG4G,SU,N,03:52,,Y,TNPM200525165958,N,P,Valid Premium,216,,
03-01-2026,WR,NW,BLDI,,,,,NR,,,CR,,,,,,,,,,,,,,,SC,43743,WAG9HC,MU,S,,,,,Y,,,,,,,,,2,,,,SMR,KPRK,ADI,WR,SOG,BKN,NW,IR,SOG/FERT,L,IMFT,IPL,IPL,BCN,,,N,42,0,1,42.0+1.0,WR,49333,WDG4G,SU,N,06:20,,Y,VGLJ111125051219,Y,P,Valid Premium,2105.04,,
03-01-2026,WR,NW,BLDI,2,SMR,CBKB,JU,NW,CKYR,ADI,WR,CONR,R-54H--,L,CONT,CONR,CONR,BLC,,,N,45,0,1,45.0+1.0,WR,49431,WDG4G,SU,N,10:56,,Y,ICDD120925102209,Y,C,Valid CC,714.68,19:20 02-01-26,,,,,3,,,,SMR,MDCC,ADI,WR,ABS,UMB,NR,IR,ABS/FERT,L,IMFT,IFFC,IFFC,BCN,,,N,42,0,1,42.0+1.0,CR,60407,WAG12B,SU,D,07:13,,Y,MVNP240225105656,N,P,Valid Premium,2655.9,,
03-01-2026,WR,NW,BLDI,3,SMR,PUL,UMB,NR,ND,BRC,WR,IR,PUL/ND,L,R,FCI,FCI,BCN,,,N,42,0,1,42.0+1.0,ER,42344,WAG9HC,SU,N,11:47,,Y,ERM 021025131254,Y,P,Valid Premium,2761.6,19:10 01-01-26,,,,,4,,,,SMR,MDCC,ADI,WR,STD,BKN,NW,IR,PADMINI=28-TP,L,IMFT,IFFC,IFFC,BCNHL,,,N,58,0,1,58.0+1.0,WR,60554,WAG12B,SU,N,07:53,,Y,SMP 070825000340,Y,C,Valid CC,3168.54,,
03-01-2026,WR,NW,BLDI,4,SMR,FZP,FZR,NR,CTA,MYS,SW,IR,FZP-CTA,L,R,FCI,FCI,BCN,,,N,42,0,1,42.0+1.0,WR,69049,WDG6G,SU,N,13:20,,Y,ED  040725014858,N,P,Valid Premium,2766.8,18:00 01-01-26,,,,,5,,,,SMR,NELM,RJT,WR,NELK,JU,NW,IR,SAYAJI-27,L,MIXD,NERL,NERL,BTPN,,,N,50,1,1,51.0+1.0,NW,41791,WAG9HC,SU,D,09:11,,Y,KRCA260822193421,Y,C,Valid CC,2645.96,,
03-01-2026,WR,NW,BLDI,5,SMR,NHYD,SDAH,ER,GIMB,ADI,WR,JMBL,E/23802/BLCS/NB,E,,,,BLC,,,N,0,36,1,36.0+1.0,EC,38654,WAG9HC,SU,N,18:47,,,NHYD291225094902,Y,,Intensive,0,,,,,,6,,,,SMR,MDCC,ADI,WR,GFPA,UMB,NR,IR,RK-089-,L,CONT,PRCL,PRCL,BLSS,,,N,48,0,0,48.0+0.0,CR,60492,WAG12B,SU,N,10:29,,Y,HAPA260323194221,Y,C,Valid CC,2240.69,,
03-01-2026,WR,NW,BLDI,6,SMR,IOTS,JU,NW,PRTK,RJT,WR,IR,IOTS/PRTK,E,HSD,,,BTPN,,,N,0,50,2,50.0+2.0,WR,28622,WAG7,SU,D,19:38,,,BAD 311225234008,N,P,Valid Premium,0,,,,,,7,,,,SMR,MDCC,ADI,WR,ICAK,UMB,NR,IR,RK---46-,L,CONT,ADIL,ADIL,BLC,,,N,40,0,1,40.0+1.0,WR,69034,WDG6G,SU,N,17:45,,Y,JUDW010225102932,Y,C,Valid CC,2261.23,18:50 01-01-26,
03-01-2026,WR,NW,BLDI,7,SMR,SOG,BKN,NW,GIMB,ADI,WR,IR,SOG/EBCN,E,,,,BCN,,,N,0,42,1,42.0+1.0,WR,69043,WDG6G,SU,N,21:12,,,AJNI240425153824,N,P,Invalid Premium,0,,,,,,8,,,,SMR,WPA,ADI,WR,GACL,UMB,NR,GIPL,TPDDU1743-,L,NMCL,AMBC,GACL,BOXNHL,,,N,58,0,1,58.0+1.0,NR,49158,WDG4G,SU,N,20:33,,Y,DDU 101125202022,Y,C,Valid CC,3824.4,16:25 02-01-26,
03-01-2026,WR,NW,BLDI,8,SMR,SMI,SPJ,EC,UMB,UMB,NR,IR,TORALTP02-,E,,,,BCNHL,,,N,0,58,1,58.0+1.0,NW,43503,WAG9HC,SU,S,23:01,,,GIMY090624070558,Y,C,Valid CC,0,,,,,,9,,,,SMR,WPA,ADI,WR,MAMM,JU,NW,IR,NKJ-LION-1609,L,IMCL,AMBC,GACL,BOXNHL,,,N,58,0,1,58.0+1.0,CR,60347,WAG12B,SU,D,21:22,,Y,NKJ 021225194553,Y,C,Valid CC,3977.19,17:00 02-01-26,
03-01-2026,WR,NW,BLDI,9,SMR,HMH,BKN,NW,GIMB,ADI,WR,IR,HMH+SOG/EBCN,E,,,,BCN,,,N,0,42,1,42.0+1.0,WR,49405,WDG4G,SU,N,23:40,,,NGCT241025171948,Y,P,Valid Premium,0,,,,,,10,,,,SMR,MDCC,ADI,WR,GPHK,UMB,NR,IR,TXHT-8-,L,CONT,HTPL,HTPL,BLSS,,,N,48,0,1,48.0+1.0,NE,43739,WAG9HC,SU,S,21:41,,Y,CP  050125061536,Y,C,Valid CC,1910.58,17:00 02-01-26,
03-01-2026,WR,NW,BLDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,SMR,NELM,RJT,WR,NELK,JU,NW,IR,KOCHI=7,L,MIXD,NERL,NERL,BTPN,,,N,50,0,2,50.0+2.0,EC,43374,WAG9HC,SU,S,23:07,,Y,IPN 090325095457,Y,C,Valid CC,2654.67,18:20 02-01-26,
03-01-2026,WR,NW,CNA,1,AII,FL,JP,NW,UCGK,AII,NW,IR,FL/E/BCN,E,,,,BCN,,,N,0,42,1,42.0+1.0,NC,32465,WAG9H,SU,S,06:03,,,ADRA250824135901,Y,P,Valid Premium,0,,,BEC,AII,NW,1,,,,AII,SMP,RTM,WR,GACL,UMB,NR,IR,NKJ-LION-1608,L,CLAY,HAGR,GACL,BOXNHL,,,N,58,0,1,58.0+1.0,WR,12362,WDG4,SU,N,05:17,,Y,NKJ 280925174139,Y,C,Valid CC,3854.7,,
03-01-2026,WR,NW,CNA,2,AII,NFLD,DLI,NR,CNA,RTM,WR,IR,NFLD/CNA,L,FERT,NFL,NFL,BCN,,,N,42,0,1,42.0+1.0,WR,49299,WDG4G,SU,N,08:19,,Y,ED  041025193259,N,P,Valid Premium,2636.8,18:50 01-01-26,,,,,2,,,,AII,WCSG,RTM,WR,WCMB,BKN,NW,IR,NKJ-LION-1608,L,CLKR,WCSG,WCSG,BOXNHL,,,N,58,0,1,58.0+1.0,NW,12270,WDG4,SU,N,09:33,,Y,NKJ 160925134431,Y,C,Valid CC,4039.07,,
03-01-2026,WR,NW,CNA,3,AII,TICD,DLI,NR,CMCK,AII,NW,GIPL,GL-11-,L,CONT,CONR,CONR,BLSS,,,N,48,0,1,48.0+1.0,NF,69199,WDG6G,SU,N,23:58,,Y,CEBD231225195715,Y,C,Valid CC,255.9,16:25 02-01-26,,BEC,AII,NW,3,,,,AII,ACS,RTM,WR,UTCJ,BKN,NW,IR,GPWIS=01-TP,L,CLKR,UTCL,UTCL,BOXNHL,,,N,58,0,1,58.0+1.0,WC,31185,WAG9HC,SU,S,16:36,,Y,SMP 270224080507,Y,C,Valid CC,4067.9,,GWIS
03-01-2026,WR,NW,CNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,AII,WCSG,RTM,WR,WCMB,BKN,NW,CONR,NKJ-LION-160959,L,CLKR,WCSG,WCSG,BOXNHL,,,N,58,0,1,58.0+1.0,WR,49287,WDG4G,SU,N,20:03,,Y,NKJ 271225104038,Y,C,Valid CC,4048.65,22:00 02-01-26,
03-01-2026,WR,NW,CNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,MPR,WDFC,DFCR,AII,KBCS,BRC,WR,KKU,JP,NW,UTCL,YAMUNATP60,L,FERT,KRIB,KRIB,BCNHL,,,N,58,0,1,58.0+1.0,NW,43656,WAG9HC,SU,S,22:43,,Y,KJGY020623163709,Y,C,Valid CC,1505.1,,
03-01-2026,WR,NW,HMT,1,UP,UCGK,AII,NW,CHM,BCT,WR,IR,UCGK/CHM,L,CEMT,JK,JK,BCNAHSM1,,,N,42,0,1,42.0+1.0,NR,70614,WDG4D,SU,N,10:36,,Y,NHYD070225091044,N,P,Invalid Premium,2767.8,17:00 02-01-26,,,,,1,,,,DN,PPSP,BVC,WR,NDT,AII,NW,UTCL,CWC-NMP-03-,E,,,,BLSS,,,N,0,48,1,48.0+1.0,NW,11327,WDM3D,SU,N,02:36,,,NPRY231025154857,Y,C,Valid CC,0,,
03-01-2026,WR,NW,HMT,,,,,NW,,,WR,,,,,,,,,,,,,,,NR,70655,WDG4D,SU,N,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,NW,HMT,2,UP,CNAS,RTM,WR,KKF,ADI,WR,IR,KKF+HMT,L,CEMT,BCW,BCW,BCN,,,N,42,0,1,42.0+1.0,NR,24647,WAG7,SU,N,11:15,,Y,DSN 131025172741,N,P,Valid Premium,2765.2,18:20 02-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,NW,PNU,1,UP,KKU,JP,NW,ADI,ADI,WR,IR,KKU/E/NMG,E,,,,NMG,,,N,0,22,0,22.0+0.0,NF,12737,WDG4,SU,N,09:42,,,BEN 171224163152,N,P,Valid Premium,0,,,,,,1,,,,DN,BMSB,ADI,WR,KBP,AGRA,NC,IR,KBP/EOIL,L,EOIL,BNGE,BNGE,BCN,,,N,21,7,0,28.0+0.0,NR,49083,WDG4G,SU,N,11:13,,Y,NTST170924000910,N,P,Valid Premium,1058.77,,
03-01-2026,WR,NW,PNU,2,UP,MNQ,PRYJ,NC,KOTA,KOTA,WC,IR,MQJ-01,E,,,,BCN,,,N,0,42,1,42.0+1.0,NR,49093,WDG4G,SU,N,13:57,,,UNGU021025041033,N,P,Invalid Premium,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,NW,PNU,3,UP,KORI,JP,NW,GIMB,ADI,WR,IR,KORI/E/BCN,E,,,,BCN,,,N,0,42,1,42.0+1.0,NW,70780,WDG4D,SU,N,14:22,,,DYDY290925144434,N,P,Valid Premium,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,NW,PNU,4,UP,ICDK,JP,NW,MDCC,ADI,WR,CONR,R-131H-MDCC,L,CONT,CONR,CONR,BLC,,,Y,45,0,1,45.0+1.0,WR,28617,WAG7,SU,D,21:48,,Y,ICDD130825120904,Y,C,Valid CC,1213.99,22:00 02-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,WC,CNA,1,DN,UTCH,PRYJ,NC,ACS,RTM,WR,UTCL,ACSGPWIS-8-HC-1,E,,,,BOXNHL,,,N,0,58,0,58.0+0.0,SEC,27536,WAG7,MU,N,07:26,,,SMP 211225042042,Y,C,Valid CC,0,,GWIS,,,,1,,,,UP,ACS,RTM,WR,PHDL,DLI,NR,IR,PHDL/ACS,L,CEMT,UTCL,UTCL,BCN,,,N,42,0,1,42.0+1.0,NR,41746,WAG9HC,SU,S,09:00,,Y,KKU 250425054832,N,P,Valid Premium,2762.6,,
03-01-2026,WR,WC,CNA,,,,,NC,,,WR,,,,,,,,,,,,,,,SEC,28336,WAG7,MU,N,,,,,Y,,,,,,,,,2,,,,UP,VCSN,RTM,WR,UTCH,PRYJ,NC,IR,YARADA-R-676,L,CLKR,UTCL,UTCL,BOXN,,,N,59,0,1,59.0+1.0,EC,32646,WAG9HC,MU,N,10:50,,Y,RYD 271025153420,Y,C,Valid CC,4097.65,,
03-01-2026,WR,WC,CNA,2,DN,SV,BSB,NE,UMB,UMB,NR,IR,BCNE/SV,E,,,,BCN,,,N,0,40,1,40.0+1.0,SW,43385,WAG9HC,SU,S,10:45,,,BPB 240225155907,N,P,Invalid Premium,0,,,,,,,,,,,,,WR,,,NC,,,,,,,,,,,,,,,EC,32697,WAG9HC,MU,N,,,,,Y,,,,,
03-01-2026,WR,WC,CNA,3,DN,GTST,BSB,NE,SMP,RTM,WR,IR,AJ-3,E,,,,BCN,,,N,0,42,1,42.0+1.0,EC,31893,WAG9H,SU,N,11:47,,,JTJ 180725215713,N,P,Invalid Premium,0,,,,,,3,,,,UP,JKCG,RTM,WR,HGJ,PRYJ,NC,IR,HGJ/JKCG,L,CLKR,JKC,JKC,BOXN,,,N,59,0,0,59.0+0.0,WR,34002,WAG9HC,SU,D,11:48,,Y,DSPY240925155156,N,P,Valid Premium,4112.66,,
03-01-2026,WR,WC,CNA,4,DN,FUT,DNR,EC,SMP,RTM,WR,IR,JE/MPO-FUT1,E,,,,BCN,,,N,0,42,0,42.0+0.0,NR,28152,WAG7,SU,N,12:48,,,MNTT230425183410,N,P,Invalid Premium,0,,,,,,4,,,,UP,CNAS,RTM,WR,HRW,MB,NR,IR,HRW+MOZ,L,CEMT,BCW,BCW,BCN,"DLI(MOZ), MB(HRW)",24+18,N,42,0,1,42.0+1.0,SE,31726,WAG9H,MU,N,18:50,,Y,GY  161125114745,N,P,Valid Premium,2765.2,,
03-01-2026,WR,WC,CNA,5,DN,GTST,BSB,NE,BRC,BRC,WR,IR,AJ/128,E,,,,BCN,,,N,0,42,1,42.0+1.0,SEC,27817,WAG7,MU,N,13:21,,,MABA230425055302,N,,Intensive,0,,,,,,,,,,,,,WR,,,NR,,,,,,,,,,,,,,,SE,31792,WAG9H,MU,N,,,,,N,,,,,
03-01-2026,WR,WC,CNA,,,,,NE,,,WR,,,,,,,,,,,,,,,SEC,28322,WAG7,MU,N,,,,,N,,,,,,,,,5,,,,UP,ACS,RTM,WR,VBCG,UMB,NR,IR,ACS/GPW-06,L,CLKR,UTCL,UTCL,BOXNHL,,,N,58,0,1,58.0+1.0,ECO,38003,WAG9HC,MU,N,20:11,,Y,SMP 261125101405,Y,C,Valid CC,4051.5,11:10 31-12-25,GWIS
03-01-2026,WR,WC,CNA,6,DN,CHLR,AGRA,NC,SMP,RTM,WR,IR,SSM/BCN,E,,,,BCN,,,N,0,42,1,42.0+1.0,SC,49476,WDG4G,MU,N,17:50,,,DSN 240225151546,N,,Intensive,0,,,,,,,,,,,,,WR,,,NR,,,,,,,,,,,,,,,ECO,38013,WAG9HC,MU,N,,,,,Y,,,,,
03-01-2026,WR,WC,CNA,,,,,NC,,,WR,,,,,,,,,,,,,,,SC,49524,WDG4G,MU,N,,,,,N,,,,,,,,,6,,,,UP,ACS,RTM,WR,MTJ,AGRA,NC,IR,MTJ+JAB,L,CEMT,UTCL,UTCL,BCN,"AGRA(JAB,MTJ)",21+21,N,42,0,1,42.0+1.0,SEC,27536,WAG7,MU,N,21:16,,Y,ED  110925023637,N,P,Valid Premium,2777.2,,
03-01-2026,WR,WC,CNA,7,DN,JNCS,DHN,EC,HZL,RTM,WR,IR,PEE-5902,L,PBC,NCL,HZL,BOXN,,,N,58,1,1,59.0+1.0,SE,27166,WAG7,MU,N,20:05,,Y,GY  200925203137,N,,Intensive,4033.55,11:10 31-12-25,,,,,,,,,,,,WR,,,NC,,,,,,,,,,,,,,,SEC,28336,WAG7,MU,N,,,,,N,,,,,
03-01-2026,WR,WC,CNA,,,,,EC,,,WR,,,,,,,,,,,,,,,SE,27576,WAG7,MU,N,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,WC,CNA,8,DN,FCMI,DNR,EC,SMP,RTM,WR,IR,MDJ-194,E,,,,BCN,,,N,0,42,1,42.0+1.0,EC,41597,WAG9HC,SU,N,21:05,,,AJNI090525142541,N,P,Invalid Premium,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,WC,CNA,9,DN,DSLD,KOTA,WC,CNA,RTM,WR,IR,CNA,L,FERT,DCMS,DCMS,BCNAHSM1,,,N,42,0,1,42.0+1.0,ECO,28139,WAG7,MU,N,23:06,,Y,NHYD250725204009,N,P,Valid Premium,2558.64,19:15 02-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,WC,CNA,,,,,WC,,,WR,,,,,,,,,,,,,,,ECO,28142,WAG7,MU,N,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,WC,CNA,10,DN,TKD,DLI,NR,SMP,RTM,WR,IR,BCNE,E,,,,BCN,,,N,0,42,1,42.0+1.0,NR,60046,WAG12B,SU,D,23:40,,,BHZ 040625144245,N,P,Invalid Premium,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,WC,MKC,1,RTA,NFLG,BPL,WC,VRG,RTM,WR,IR,SATHL-TP-131,L,FERT,NFL,NFL,BCNHL,,,N,51,6,0,57.0+0.0,SC,41897,WAG9HC,MU,S,02:06,,Y,STA 110125154046,Y,C,Valid CC,2660.16,05:55 02-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,WC,MKC,,,,,WC,,,WR,,,,,,,,,,,,,,,SC,42500,WAG9HC,MU,D,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,WC,MKC,2,RTA,ICDM,JHS,NC,JNPT,BB,CR,CONR,MS-2-,L,CONT,CONR,CONR,BLC,,,N,45,0,0,45.0+0.0,CR,60329,WAG12B,SU,D,04:01,,Y,TICD291225162345,Y,C,Valid CC,1283.36,14:40 31-12-25,,MPR,WDFC,DFCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,WC,MKC,3,RTA,ICDM,JHS,NC,JNPT,BB,CR,CONR,J-20H---,L,CONT,CONR,CONR,BLC,,,N,45,0,0,45.0+0.0,NC,24503,WAG7,SU,N,11:52,,Y,TICD311225195235,Y,C,Valid CC,1307.72,10:05 02-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,WC,MTA,1,DADN,DKSK,NAG,SEC,NSPN,RTM,WR,IR,N/NTPB,L,PHC,WCF,NTPC,BOXN,,,N,58,0,1,58.0+1.0,NC,42696,WAG9HC,SU,N,00:20,,Y,BZA 120425223446,N,P,Valid Premium,3988.37,06:00 01-01-26,,,,,1,,,,DADN,ANI,RTM,WR,BSPR,BSP,SEC,IR,DELTA/4147-,E,,,,BOXN,,,N,0,59,1,59.0+1.0,SEC,33241,WAG9HC,SU,N,06:43,,,WDD 301025225644,Y,C,Valid CC,0,19:15 02-01-26,
03-01-2026,WR,WC,MTA,2,DADN,WANI,NGP,CR,NSPN,RTM,WR,IR,PM-50856,L,PHC,WCF,NTPC,BOXN,,,N,57,1,1,58.0+1.0,WC,27676,WAG7,MU,S,08:30,,Y,OEC 011125181617,N,P,Valid Premium,3922.25,07:00 01-01-26,,,,,,,,,,,,WR,,,SEC,,,,,,,,,,,,,,,SEC,33293,WAG9HC,SU,N,,,,,Y,,,,,
03-01-2026,WR,WC,MTA,,,,,CR,,,WR,,,,,,,,,,,,,,,WC,28031,WAG7,MU,N,,,,,N,,,,,,,,,2,,,,DADN,NKR,RTM,WR,BSPR,BSP,SEC,IR,AMIT--05,E,,,,BOXN,,,N,0,58,0,58.0+0.0,WC,27676,WAG7,MU,S,21:15,,,BNDM220925181736,Y,C,Valid CC,0,05:55 02-01-26,
03-01-2026,WR,WC,MTA,3,DADN,MCK,BSP,SEC,NSPN,RTM,WR,IR,PM-50889-NSPN,L,PHC,SECL,NTPC,BOXNHL,,,N,59,0,1,59.0+1.0,ER,38243,WAG9HC,SU,S,17:52,,Y,NKJ 120725142546,N,P,Valid Premium,4087.6,18:25 31-12-25,,,,,,,,,,,,WR,,,SEC,,,,,,,,,,,,,,,WC,28031,WAG7,MU,N,,,,,Y,,,,,
03-01-2026,WR,WC,MTA,4,DADN,MCFL,CKP,SE,NSPN,RTM,WR,IR,DELTA-3308--NSPN,L,PHC,MCFL,NTPC,BOXN,,,N,58,1,0,59.0+0.0,WC,33737,WAG9HC,MU,S,19:08,,Y,UDLU041225135230,N,C,Valid CC,3949.46,23:55 30-12-25,,,,,3,,,,DADN,NKR,RTM,WR,BSPR,BSP,SEC,CONR,BOXNE/NSPN,E,,,,BOXN,,,N,0,58,1,58.0+1.0,EC,38048,WAG9HC,MU,N,23:50,,,BZA 120425223446,N,P,Valid Premium,0,14:40 31-12-25,
03-01-2026,WR,WC,MTA,,,,,SE,,,WR,,,,,,,,,,,,,,,WC,42320,WAG9HC,MU,N,,,,,N,,,,,,,,,,,,,,,,WR,,,SEC,,,,,,,,,,,,,,,EC,38299,WAG9HC,MU,N,,,,,N,,,,,
03-01-2026,WR,WC,MTA,5,DADN,MCGB,CKP,SE,NSPN,RTM,WR,IR,MANDIRA-458/NSPN,L,PHC,MCFL,NTPC,BOXN,,,N,58,0,1,58.0+1.0,SC,41584,WAG9HC,MU,N,22:08,,Y,BNDM250825094440,N,P,Valid Premium,4058.84,14:15 31-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,WC,MTA,,,,,SE,,,WR,,,,,,,,,,,,,,,SC,43195,WAG9HC,MU,N,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,WC,NAD,1,UP,KTTY,KOTA,WC,BSPR,BSP,SEC,IR,SR-31,E,,,,BOXN,,,N,0,58,1,58.0+1.0,ECO,24589,WAG7,MU,N,04:04,,,NPRY130925192536,N,P,Valid Premium,0,,,,,,1,,,,DN,BLRD,RJT,WR,KTTW,KOTA,WC,IR,HAPA/KTTW,E,,,,MIXD,,,N,0,31,1,31.0+1.0,SC,41912,WAG9HC,MU,S,00:19,,,BLRD020126021110,N,,,0,06:00 01-01-26,
